ra,dec,z
240.982646474,18.294406099,0.0381051
241.004530639,18.330543253,0.0398888
241.090850618,18.138812693,0.0362525
241.243485556,18.186826888,0.0376852
241.385673307,18.159576477,0.0377469
241.356283606,18.174157825,0.0382147
241.415208242,18.164345183,0.0353697
241.384369377,18.079773872,0.0360723
241.416628228,18.055742814,0.0396308
241.380340628,17.963624065,0.0393487
241.420169553,18.107532961,0.0380954
241.454319227,18.120183382,0.0365493
241.442923608,18.016805904,0.0400955
241.508010798,18.112519649,0.0368077
241.50049188,18.081009918,0.0375478
241.593684828,17.929183857,0.0346629
241.52202232,18.036443557,0.0403954
241.557175635,18.077460967,0.0363594
241.557356608,17.954153406,0.038553
241.736941436,17.825485728,0.0362499
241.646912357,17.892534784,0.036867
241.756663636,18.022503274,0.036138
241.737495414,17.856911828,0.0384155
241.774698935,17.849255734,0.038393
241.975460715,18.295928055,0.0361417
242.087603963,18.285664345,0.0362201
242.121566916,18.212331346,0.0366371
242.198859787,18.234172231,0.0364743
242.357042157,18.216016776,0.0370546
242.710457848,17.974133906,0.0367382
242.118454278,18.775820927,0.0387986
241.030572258,17.58223871,0.0382955
241.042761243,17.980740836,0.0353089
241.109447525,17.987299484,0.0347258
241.166352638,18.032254757,0.0373733
241.095681867,17.87819423,0.0375404
241.248660121,17.870359699,0.0331666
241.256807138,17.831281055,0.0361544
241.403318432,17.802088013,0.034072
241.392318862,17.769939631,0.0341415
241.40895494,17.767890667,0.0340974
241.341611598,17.970284732,0.0394336
241.360832514,17.909895643,0.040981
241.372626379,17.928610845,0.0399758
241.343815237,17.855076068,0.0361313
241.363475975,17.830983121,0.0342285
241.342570395,17.754172254,0.0368116
241.377624953,17.768647793,0.0372921
241.39905496,17.730689674,0.0379604
241.436186525,17.717029588,0.0348612
241.512578293,17.701675648,0.0341371
241.485235472,17.692955421,0.0384138
241.585599406,17.788183058,0.0396146
241.663920727,17.761186141,0.0390276
241.698379701,17.789927541,0.041794
241.638009464,17.775646564,0.037924
241.651328688,17.796453051,0.0391651
241.634124277,17.713862157,0.0403457
241.633012338,17.710699109,0.0387838
241.660828345,17.783260341,0.036781
241.649095768,17.72216221,0.0359696
241.640024162,17.674284076,0.0388244
241.649489968,17.696044656,0.0395859
241.700826356,17.64764341,0.037476
241.820367919,17.695997981,0.0361225
241.752744789,17.566763079,0.0394548
241.851038162,17.661795557,0.0384598
240.842961462,17.585231962,0.0361705
240.866733404,17.433175535,0.035678
241.084798191,17.436449227,0.0359811
241.189254336,17.448417017,0.0354718
241.126697094,17.469173144,0.0396085
241.162567097,17.349973937,0.0354385
241.198108819,17.347772098,0.0354025
241.302316452,17.422835012,0.0348026
241.445874663,17.307403113,0.0363495
241.47511152,17.340929948,0.034291
241.434290393,17.362087167,0.0350293
241.461496095,17.37293524,0.0364042
241.670417757,17.191790384,0.0397817
241.846064684,17.114671394,0.0361004
241.016154595,18.471206232,0.0371381
240.996030624,18.454528838,0.0365102
241.332441001,18.315359022,0.0386261
241.316844682,18.36624559,0.03661
241.364282664,18.340754254,0.0389925
241.478306704,18.311931202,0.0389802
241.468433006,18.220485542,0.0357933
241.573236258,18.361579302,0.0367801
241.40223268,18.272990144,0.0380127
241.548246732,18.328916432,0.0365901
241.566795712,18.249957786,0.039507
241.561812775,18.182884061,0.0394003
241.623750622,18.267860957,0.0395225
241.620764822,18.267760161,0.0388217
241.567177361,18.170928144,0.0394793
241.72046313,18.222896374,0.036089
241.854683975,18.244240323,0.0352473
241.880405096,18.040925277,0.0362904
242.658352389,17.730672861,0.0364346
241.414744588,18.88247779,0.0382993
241.509004341,18.670034929,0.0386124
241.58387362,18.731674405,0.0371577
241.567319961,18.664521282,0.037023
241.791170047,18.641280867,0.0387818
241.799323656,18.610093605,0.0379756
241.793717935,18.667970036,0.0398519
241.794251501,18.659792204,0.0380713
241.815802655,18.694659037,0.0384642
241.910501863,18.480092723,0.0371584
241.965864406,18.54551131,0.0391611
241.942255771,18.525603279,0.0386018
242.061705688,18.571055327,0.0352767
350.77568082,13.666837429,0.0406655
350.906039682,13.6522609,0.0425145
350.451642518,13.979315486,0.0412414
350.595650281,13.993975977,0.0415204
350.86125418,14.131668616,0.0417678
350.866730474,14.091742458,0.0414214
351.451148503,14.05479673,0.0376621
350.755382769,14.452019981,0.0422363
350.764790885,14.407351935,0.041628
351.026570227,14.418261199,0.0431104
351.050056434,14.42409186,0.0427535
351.043012952,14.424253671,0.0427535
351.08986019,14.507369308,0.0384279
351.16456164,14.542488512,0.0404839
351.077416877,14.441343058,0.038895
351.406444439,14.573999876,0.0393707
351.37696166,14.589409525,0.0415856
351.953114329,14.475306121,0.0411078
352.148446264,14.539475976,0.0412232
350.79403915,14.82001337,0.043462
351.02987339,14.83516337,0.0384433
351.043628853,14.943210865,0.0421553
351.252252775,14.980800335,0.0421013
351.264729952,14.891016877,0.041905
351.725294103,14.993541703,0.041338
351.829694976,14.888645777,0.0423308
351.916063598,14.998560904,0.0396673
351.990464667,14.99168501,0.0406416
351.067705905,15.366080958,0.0402234
351.28441552,15.299509948,0.0423888
351.229444766,15.322119653,0.0421185
351.410597036,15.354415056,0.0412185
350.828985171,13.42546687,0.0421814
350.868266563,13.977437225,0.0413029
351.014362594,13.947946432,0.0427313
351.068846305,13.96646704,0.0437063
350.981096083,13.910642969,0.0428574
351.025047959,13.94159308,0.0427313
351.108221395,13.972277845,0.0424193
351.106952481,13.967105729,0.0424193
351.203986407,13.99654197,0.0405466
351.204878671,13.971058657,0.0421061
351.075997507,13.993449973,0.0428453
351.09073367,13.922471643,0.0435073
351.135815183,13.981972704,0.0434313
351.476044013,13.952084114,0.0420981
351.60159149,13.961935295,0.0432933
350.496327388,14.255299679,0.0422458
350.838803146,14.28454176,0.0434043
350.859027187,14.355270225,0.0415144
351.19627485,14.383786035,0.039511
351.319898267,14.359882284,0.0444751
351.221405101,14.349901671,0.0408579
351.322954488,14.28771812,0.0404488
351.332511141,14.405430785,0.0419924
350.41203065,14.69407919,0.0415548
350.478641642,14.645446587,0.042321
350.638819777,14.677444847,0.0406258
350.809590573,14.690481269,0.0413832
350.886684164,14.620953885,0.0402259
350.980943416,14.794762527,0.0428196
350.989196333,14.697068104,0.0411221
350.990230659,14.730819807,0.041103
351.044955038,14.727778325,0.0432622
351.065510016,14.69311473,0.0368637
351.095713684,14.658501264,0.0429476
351.083679936,14.647128622,0.0417423
351.076606122,14.653830033,0.0429476
351.098273561,14.707118239,0.0400299
351.092086061,14.700372981,0.0400299
351.135181388,14.77639079,0.0421322
351.155140133,14.642455659,0.0448111
351.047749076,14.684185209,0.0395987
351.07140968,14.719984778,0.035029
351.112595668,14.639467912,0.0408853
351.118023714,14.695059852,0.0437497
351.118130724,14.764722575,0.0403318
351.13372237,14.639436879,0.0421275
351.141797536,14.654299356,0.0391206
351.149190569,14.682930125,0.0379311
351.147254716,14.702097096,0.0417029
351.159137697,14.668612737,0.0391206
351.165369649,14.667447809,0.0391206
351.256088327,14.717588274,0.0449777
351.328675375,14.662971355,0.038061
351.3215769,14.788275243,0.0440971
351.352904586,14.75697303,0.0440396
351.365613381,14.785184507,0.0429548
351.398151226,14.820152009,0.0411339
351.699926113,14.808498125,0.0410071
351.648994282,14.810086007,0.0414472
351.796471382,14.762890643,0.0418328
351.87184328,14.718085683,0.0400901
351.971555126,14.710985848,0.0416536
350.740114171,15.09744811,0.0413459
350.882076507,15.2337266,0.0394852
350.897273165,15.196872724,0.0427121
351.015077347,15.205866975,0.0436217
351.092176525,15.105503134,0.043238
351.27938147,15.256589136,0.0437289
351.309181852,15.244831706,0.0434989
351.880470308,15.125057421,0.0412392
351.78030766,15.226975611,0.0419878
351.957175497,15.119222041,0.0418962
350.890150169,13.756056366,0.0419938
351.294987569,14.216182698,0.0454518
351.590955827,14.208381978,0.0430193
351.921856368,14.241137609,0.0401676
350.746677307,14.573111881,0.0421368
350.889317873,14.576901312,0.0392614
351.050862882,14.61889102,0.0386706
351.153030279,14.611111228,0.0413589
351.176557111,14.608813352,0.0409393
351.462142816,14.629227896,0.0412916
351.513029918,14.629631144,0.0419995
351.638290974,15.050941638,0.0415026
351.66450348,15.058709612,0.042483
350.860585363,15.419533696,0.0427611
168.039859667,27.67084603,0.0344784
168.122993775,27.767384516,0.0365189
168.29334938,27.818222406,0.0312473
168.315818796,27.72439787,0.0353369
168.381710427,27.876833405,0.031963
167.61392536,28.096374017,0.0358686
167.562665926,28.142916107,0.0348992
167.681299102,28.156273354,0.0345491
167.72785932,28.221547441,0.0356578
167.770472707,28.207984281,0.0316855
168.180743374,28.28277726,0.0344923
166.825789888,28.527760701,0.033207
166.965227583,28.500513002,0.0327036
167.042585291,28.530780446,0.0314755
167.061018391,28.540584947,0.0316384
167.061286572,28.414358638,0.0325835
167.213351585,28.475708069,0.0363076
167.555466349,28.474015922,0.0369186
167.537838581,28.612031127,0.031056
167.574507429,28.571104009,0.0312485
167.641387703,28.492570985,0.0356133
167.677462641,28.458316051,0.0326522
167.732809283,28.543804591,0.0320432
167.730525485,28.469578885,0.0317042
167.727114804,28.56225211,0.0313071
167.747916229,28.509639585,0.0348073
167.854297062,28.537446778,0.0305981
167.836860334,28.671726507,0.0336222
167.955396813,28.598149021,0.0325581
168.082379837,28.570817728,0.0334759
166.474078904,28.799714011,0.0330825
166.803470537,28.781806329,0.031573
167.066527125,28.843984935,0.0310951
167.175223282,28.950530097,0.0344561
167.423645354,28.915005983,0.0320541
167.459616944,28.97133932,0.0320369
167.813712282,28.949708029,0.0304925
168.361023197,28.95271031,0.0341343
166.681923339,29.324179869,0.0311175
167.994846711,29.478237835,0.0340131
167.392921603,27.843040237,0.0356141
167.932812823,27.887169243,0.0332492
167.966009811,27.937851816,0.0352179
168.071926525,28.048195923,0.0354807
168.283686999,27.983325358,0.0358885
168.297312436,28.012129619,0.0319382
167.165325071,28.317558085,0.0351313
167.261535281,28.282130784,0.035939
167.424238392,28.253005297,0.0311809
167.57676348,28.286940434,0.0333987
167.660142024,28.316803157,0.0343664
167.557225625,28.335967388,0.0344586
167.694395372,28.278479425,0.0359185
167.845772239,28.26180756,0.0355319
167.717997586,28.270988989,0.0366558
167.946792774,28.267286113,0.0359056
167.990945621,28.334953761,0.0319281
168.365925395,28.407879997,0.0343128
168.750620004,28.479684694,0.0325391
166.449270349,28.662927906,0.0327479
166.693531744,28.719537574,0.0315432
166.704948925,28.703690232,0.0311268
166.78637697,28.59245069,0.0339163
167.286807311,28.672504436,0.0322559
167.37123626,28.691434591,0.0329052
167.370081448,28.719336367,0.0320911
167.6107286,28.687579491,0.0317569
167.61338004,28.694965045,0.0296134
167.570867427,28.790372285,0.0370804
167.656169148,28.732682741,0.0307967
167.678541003,28.693140414,0.0331402
167.66797804,28.685653466,0.0320915
167.69359594,28.692735528,0.0326095
167.661517672,28.769006554,0.0344405
167.660008755,28.767596096,0.0347919
167.699293706,28.660256193,0.0290165
167.716550907,28.702540882,0.0338708
167.74426181,28.677302243,0.0306192
167.747629869,28.745128812,0.0326144
167.625195659,28.698930519,0.0347616
167.631884008,28.79058407,0.0337293
167.850767344,28.730572712,0.0318371
167.892408124,28.754927211,0.0316634
167.83010459,28.680799504,0.032596
167.912515907,28.82013591,0.0326181
167.716542728,29.568725818,0.0334118
168.051865249,27.477830831,0.0337037
168.044706446,27.507173981,0.0318608
168.428898879,27.387527076,0.0331787
167.261282626,27.464273757,0.034378
167.886894572,27.601639401,0.035344
168.016552764,27.566822599,0.0363985
168.013944463,27.589776898,0.0349956
168.050535835,27.624814425,0.033941
168.013079335,27.630625881,0.0326149
168.034618849,27.571033911,0.0332615
168.033639409,27.575930621,0.0346283
168.0274292,27.624524946,0.0353223
222.791279164,17.188906181,0.0450202
222.930499092,17.106034669,0.0456633
223.048644706,17.144848941,0.0449321
223.09707467,17.147569983,0.0459255
223.061407005,17.026516316,0.0450779
223.095159258,17.121628939,0.0446942
223.081456029,17.10566467,0.046534
223.081312943,17.076897196,0.0449312
223.133944117,17.062785567,0.0447977
223.102380107,16.989691187,0.0427102
223.163550264,17.107934469,0.0455008
223.168137761,17.032873083,0.0443297
223.176441296,17.048265734,0.0455035
223.286588292,17.04411341,0.0442235
223.347653256,17.108164064,0.0415588
223.294452037,16.997484267,0.04359
223.307108312,17.013795713,0.0438086
223.30948277,17.022357059,0.0461748
223.306201797,16.935367785,0.0453092
223.341318626,17.061928215,0.0417576
223.364956388,16.969514019,0.0460263
223.410339996,17.039657349,0.0452606
223.430548113,17.037033765,0.0444032
223.564538038,16.917036699,0.045681
223.567843386,16.902803106,0.0459341
222.824756509,17.579646028,0.0447162
222.876572728,17.515726255,0.0448452
222.920486522,17.539677526,0.0450904
223.053853203,17.44295863,0.0455619
223.321304073,17.523539116,0.0465772
223.318554419,17.527901847,0.0462042
223.213917772,17.407146723,0.0445091
223.296153277,17.574651003,0.0460846
223.365120286,17.539347273,0.0466926
223.453280135,17.447731622,0.0452286
223.013973889,16.940333479,0.0449953
223.103271995,16.846932148,0.0477545
223.028712866,16.904216035,0.0458324
223.071657498,16.941318902,0.0462257
223.180269164,16.90375574,0.0459451
223.194466797,16.94578851,0.0455451
223.189466804,16.823299485,0.0458686
223.234120186,16.91987124,0.0459133
223.299031755,16.923448812,0.0454558
223.321369832,16.883089581,0.0451333
223.360257071,16.862054687,0.0437643
223.442369286,16.798218397,0.0449392
222.569624438,17.372418381,0.0446014
223.052687274,17.249680589,0.0448994
223.160172846,17.179984415,0.046065
223.375116266,17.291283303,0.0441717
223.404644645,17.150625125,0.0451759
223.502517557,17.219325548,0.0453441
223.568809184,17.192269331,0.0454519
223.401742672,17.660263304,0.045914
223.122078505,16.347707344,0.0450905
223.214747464,16.359375865,0.0465507
223.236652906,16.349171559,0.0468225
223.590062287,16.258110429,0.0443619
223.673056139,16.226696119,0.0438392
223.694365281,16.25629425,0.0455291
223.629314238,16.243729065,0.0451715
223.814673722,16.126175012,0.0450769
223.775169808,16.256958782,0.04618
223.838326497,16.114294619,0.0450129
222.496290389,16.810285806,0.0461721
222.723500157,16.891199382,0.0440406
222.811049644,16.695476577,0.0462134
222.880704405,16.673084173,0.0449162
223.073334981,16.796415423,0.0453742
222.936650552,16.720233676,0.0461036
223.073627347,16.719144531,0.0450337
223.071273734,16.666869772,0.0430581
223.142420817,16.692329138,0.0464356
223.192550981,16.707362129,0.0451204
223.164549278,16.765204878,0.0430648
223.180964784,16.72399674,0.0467783
223.203744859,16.808246747,0.0412612
223.223155848,16.752005354,0.0425036
223.224834483,16.750357919,0.0453421
223.240682703,16.697078682,0.0439964
223.230510535,16.702849823,0.0439964
223.23020032,16.692819259,0.0439043
223.231712386,16.690859975,0.0420607
223.23861833,16.664621364,0.0454998
