"cataid" "ra" "dec"
"744" 8830 183.99631285979 0.716596067963245
"745" 8845 183.979474704393 0.672633963299209
"746" 8847 184.002999035718 0.754766897375616
"747" 8848 184.011867743382 0.731722635096244
"748" 8853 183.9677 0.6356094
"749" 8860 184.0467 0.7872649
"750" 8865 184.0313 0.6563191
"751" 8866 184.0374 0.7568529
"752" 8867 184.0471 0.8380994
"753" 8869 184.080535204743 0.809029109155307
"754" 8870 184.1149 0.7559202
"755" 8871 184.1199 0.8256658
"756" 8872 184.1233 0.6364889
"757" 8873 184.1293 0.7421642
"758" 8874 184.128520325661 0.743575460353484
"759" 8875 184.132002846998 0.828689628431895
"760" 8877 184.1348 0.634752
"761" 8878 184.1401 0.7740558
"762" 8879 184.144 0.8037858
"763" 8880 184.1485 0.7486316
"764" 8882 184.04259896099 0.677132888241477
"765" 8889 184.11443339449 0.825905456408879
"766" 8892 184.1226 0.815344
"767" 8893 184.125221930146 0.691691166222641
"768" 8894 184.126226483982 0.69039106831157
"769" 8908 184.100676790433 0.644120849821623
"770" 8912 184.1798 0.6801408
"771" 8913 184.2204 0.7658642
"772" 8915 184.2205 0.7602607
"773" 8916 184.265 0.7576681
"774" 8917 184.2823 0.7129189
"775" 8921 184.2914 0.7332577
"776" 8926 184.225429580916 0.693363013925533
"777" 8946 184.4583 0.7959278
"778" 8948 184.3372 0.7111742
"779" 8949 184.3857 0.7902149
"780" 8951 184.4232 0.6902588
"781" 8953 184.4447 0.6419997
"782" 8954 184.446197688166 0.641740078285972
"783" 8957 184.4601 0.8020322
"784" 8958 184.4601 0.7063032
"785" 8962 184.395516079723 0.688760345381996
"786" 8963 184.3983 0.6957913
"787" 8975 184.477 0.6932951
"788" 8977 184.5198 0.6735444
"789" 8983 184.4907 0.7901121
"790" 8984 184.492 0.6495532
"791" 8985 184.505 0.8359324
"792" 8986 184.5091 0.7760386
"793" 8987 184.5264 0.827653
"794" 8988 184.5331 0.781534
"795" 8990 184.5528 0.8364723
"796" 8991 184.5604 0.7823004
"797" 8992 184.5659 0.7353866
"798" 8993 184.5682 0.737114
"799" 8994 184.588 0.8075676
"800" 8996 184.5905 0.8237802
"801" 8997 184.5948 0.8221174
"802" 8998 184.5973 0.6731841
"803" 8999 184.6023 0.6664936
"804" 9000 184.6091 0.7961569
"805" 9005 184.5114 0.8110205
"806" 9008 184.5334 0.6456202
"807" 9010 184.5369 0.6407983
"808" 9012 184.587450060807 0.77783606596536
"809" 9025 184.6308 0.8027289
"810" 9031 184.6773 0.703188
"811" 9032 184.6892 0.7728972
"812" 9033 184.689434569163 0.773519058050322
"813" 9034 184.6937 0.6560046
"814" 9035 184.7064 0.6874613
"815" 9036 184.72 0.745866
"816" 9037 184.7393 0.8126177
"817" 9038 184.7414 0.8133001
"818" 9039 184.7486 0.813163
"819" 9040 184.7512 0.7416688
"820" 9041 184.7693 0.6544232
"821" 9042 184.7712 0.8384099
"822" 9043 184.6806 0.6437495
"823" 9044 184.6876 0.7639672
"824" 9047 184.760621595622 0.731695819143538
"825" 9061 184.8235 0.8238907
"826" 9062 184.8551 0.6309554
"827" 9064 184.8174 0.6481574
"828" 9065 184.8307 0.6969084
"829" 9067 184.842319272354 0.745466149952749
"830" 9069 184.8726 0.7240865
"831" 9070 184.8804 0.7585869
"832" 9071 184.8909 0.7358526
"833" 9072 184.8997 0.7454038
"834" 9073 184.9118 0.7510608
"835" 9077 184.8371 0.8385417
"836" 9078 184.8416 0.8364187
"837" 9079 184.856182530118 0.681104819464134
"838" 9087 184.899802964313 0.83118153325987
"839" 9091 184.9116 0.6631951
"840" 9099 184.8486 0.8359893
"841" 9108 184.9493 0.7129322
"842" 9109 185.0264 0.7877029
"843" 9110 185.068 0.7012277
"844" 9112 184.9509 0.7330617
"845" 9114 184.9583 0.7554468
"846" 9115 184.9647 0.8103341
"847" 9116 184.9905 0.7086221
"848" 9117 185.0318 0.6952643
"849" 9119 185.039 0.7934302
"850" 9120 185.0404 0.7075433
"851" 9122 185.0438 0.7227483
"852" 9123 185.044 0.7065962
"853" 9125 185.0683 0.771712
"854" 9127 184.958820118759 0.800387004170969
"855" 9132 185 0.7689085
"856" 9143 185.0606 0.6857261
"857" 9145 184.991896521497 0.701077757315639
"858" 9146 184.924 0.6992544
"859" 9154 185.0766 0.7022247
"860" 9156 185.0803 0.7194408
"861" 9158 185.0741 0.7716922
"862" 9159 185.0739 0.7071862
"863" 9160 185.0963 0.6840372
"864" 9163 185.1407 0.7880557
"865" 9166 185.1568 0.745676
"866" 9167 185.1963 0.7067337
"867" 9169 185.2084 0.824222
"868" 9173 185.0786 0.6847087
"869" 9174 185.085787748739 0.751212123399211
"870" 9176 185.1043 0.7987418
"871" 9185 185.2048 0.6310011
"872" 9190 185.123 0.7467936
"873" 9191 185.1252 0.7141083
"874" 9198 185.2233 0.724909
"875" 9201 185.236 0.6998409
"876" 9203 185.2652 0.834525
"877" 9204 185.272998305136 0.805440053496542
"878" 9205 185.2721 0.8062835
"879" 9207 185.3105 0.7749644
"880" 9208 185.23226722766 0.823901285742557
"881" 9209 185.2428 0.8026171
"882" 9213 185.3318 0.788683
"883" 9216 185.351540962028 0.790699891744694
"884" 9217 185.3593 0.8128984
"885" 9233 185.4316 0.7707805
"886" 9235 185.481945667226 0.800181850107652
"887" 9247 185.4785 0.7809397
"888" 9248 185.4923 0.7273204
"889" 9258 185.6016 0.7159432
"890" 9259 185.645732042341 0.727660930141918
"891" 9260 185.5287 0.6913672
"892" 9261 185.578 0.7411084
"893" 9262 185.6044 0.7976167
"894" 9263 185.6115 0.8379624
"895" 9264 185.5583 0.6960498
"896" 9266 185.60316426882 0.669131406146617
"897" 9274 185.538464767238 0.644521756254563
"898" 9278 185.6778 0.6985274
"899" 9279 185.7849 0.7510958
"900" 9280 185.675 0.7296959
"901" 9282 185.6877 0.8234832
"902" 9283 185.7005 0.7476622
"903" 9284 185.7012 0.707945
"904" 9286 185.7169 0.7420242
"905" 9295 185.725001157113 0.639655588346226
"906" 9296 185.7416 0.7219466
"907" 9298 185.767 0.7888496
"908" 9300 185.797067982977 0.691973837980168
"909" 9312 185.8773 0.734504
"910" 9315 185.8625 0.7532392
"911" 9317 185.8857 0.7438566
"912" 9319 185.9008 0.7187876
"913" 9320 185.906 0.6751175
"914" 9321 185.9128 0.7258114
"915" 9322 185.9118 0.7257
"916" 9323 185.9188 0.7291316
"917" 9324 185.9257 0.7185204
"918" 9325 185.9427 0.7102448
"919" 9326 185.9445 0.7073513
"920" 9327 185.9511 0.6519479
"921" 9328 185.9579 0.6315691
"922" 9337 185.9399 0.6935901
"923" 9342 185.820603702816 0.72051909002006
"924" 9346 185.9349 0.7581373
"925" 9352 185.9772 0.830526
"926" 9357 185.9775 0.7553656
"927" 14448 211.5126 0.7370845
"928" 14450 211.5401 0.6313433
"929" 14455 211.5633 0.7550188
"930" 14460 211.5236 0.6350468
"931" 14466 211.5687 0.8108763
"932" 14468 211.6374 0.758006
"933" 14472 211.7158 0.6393598
"934" 14473 211.6826 0.6528485
"935" 14474 211.6993 0.6509297
"936" 14475 211.573822294146 0.777265328919734
"937" 14476 211.6198 0.6950604
"938" 14477 211.677326936959 0.708577550055475
"939" 14478 211.6257 0.7733424
"940" 14479 211.7009 0.6480342
"941" 14480 211.665683500074 0.754740770881101
"942" 14482 211.7751 0.8204458
"943" 14485 211.7893 0.7275665
"944" 14486 211.8242 0.7711007
"945" 14487 211.831 0.7755207
"946" 14488 211.834988752832 0.824389267166153
"947" 14489 211.851005144085 0.827907560319006
"948" 14491 211.7726 0.7462346
"949" 14492 211.828739301383 0.683039953457163
"950" 14497 211.7587 0.710923
"951" 14505 211.889 0.8343751
"952" 14506 211.901170770309 0.728910608607471
"953" 14507 211.9128 0.7290353
"954" 14510 211.957743395103 0.650755646212256
"955" 14511 211.9694 0.7695173
"956" 14513 212.002395152372 0.771950611976601
"957" 14515 211.8825 0.7453594
"958" 14516 211.8876 0.7057647
"959" 14517 211.8875 0.6309455
"960" 14518 211.8929 0.6808619
"961" 14519 211.8923 0.6789862
"962" 14520 211.899 0.72431
"963" 14521 211.9633 0.7633235
"964" 14522 211.9641 0.7494008
"965" 14523 211.9653 0.8252877
"966" 14524 211.9658 0.7111646
"967" 14525 211.989359517898 0.737292643685986
"968" 14526 212.0062 0.8262503
"969" 14527 212.0076 0.663504
"970" 14529 211.889112289215 0.663444516544026
"971" 14532 211.913284234797 0.815671525166487
"972" 14536 211.947935147118 0.654165733473112
"973" 14537 211.952786294839 0.658273573300623
"974" 14538 211.957428887193 0.75541249600102
"975" 14540 211.9791 0.7808185
"976" 14542 212.0055 0.6878535
"977" 14543 212.009881017583 0.680629378189226
"978" 14544 212.0129 0.7429515
"979" 14552 212.0246 0.7492698
"980" 14555 212.115 0.7002857
"981" 14557 212.024 0.6506105
"982" 14558 212.0361 0.7551634
"983" 14563 212.0622 0.7496926
"984" 14564 212.0752 0.6722162
"985" 14565 212.099617277259 0.778723935354046
"986" 14566 212.1364 0.6838475
"987" 14567 212.1621 0.6595142
"988" 14569 212.024 0.8235113
"989" 14570 212.0571 0.8377953
"990" 14571 212.092578961809 0.83605512563829
"991" 14572 212.098873545413 0.707376040160677
"992" 14573 212.139 0.737422
"993" 14575 212.150887002485 0.780947831092464
"994" 14577 212.1611 0.7034704
"995" 14580 212.029794244306 0.701851452182797
"996" 14581 212.0399 0.6904588
"997" 14582 212.0501 0.7844205
"998" 14586 212.163 0.6859345
"999" 14587 212.0238 0.7924682
"1000" 14588 212.113331363066 0.774455107748251
"1001" 14589 212.116263432555 0.731991001641723
"1002" 14592 212.1728 0.8319653
"1003" 14593 212.212208976775 0.693887909097647
"1004" 14597 212.1713 0.7966575
"1005" 14598 212.176 0.7931038
"1006" 14599 212.1749 0.7940076
"1007" 14601 212.2005 0.812083
"1008" 14602 212.1938 0.8091819
"1009" 14604 212.2474 0.7372673
"1010" 14605 212.2904 0.7628087
"1011" 14607 212.1695 0.7237378
"1012" 14609 212.1892 0.7373256
"1013" 14611 212.250268615015 0.717984040217647
"1014" 14612 212.275679799336 0.705750492872985
"1015" 14619 212.431556680312 0.763505300487366
"1016" 14620 212.3209 0.6948614
"1017" 14621 212.3584 0.7286207
"1018" 14622 212.364930297274 0.826950094199067
"1019" 14623 212.3652 0.7315999
"1020" 14624 212.3781 0.8358201
"1021" 14625 212.384601263908 0.738138902349807
"1022" 14626 212.4018 0.7377818
"1023" 14627 212.425 0.7272758
"1024" 14628 212.4519 0.8164334
"1025" 14629 212.4532 0.818259
"1026" 14630 212.3963 0.8125958
"1027" 14631 212.4124 0.8003113
"1028" 14632 212.4413 0.769622
"1029" 14633 212.4482 0.7590224
"1030" 14634 212.4624 0.7502231
"1031" 14637 212.334 0.8330856
"1032" 14645 212.492 0.8323178
"1033" 14647 212.5897 0.6406874
"1034" 14648 212.4933 0.7793167
"1035" 14649 212.4992 0.6968502
"1036" 14650 212.5001 0.7317837
"1037" 14651 212.5079 0.8129289
"1038" 14652 212.534 0.7185772
"1039" 14653 212.5362 0.6822945
"1040" 14654 212.5437 0.7284865
"1041" 14655 212.5552 0.6938478
"1042" 14658 212.6055 0.7829111
"1043" 14659 212.6113 0.8267172
"1044" 14660 212.6122 0.6657504
"1045" 14661 212.614 0.7322156
"1046" 14662 212.465 0.7876505
"1047" 14663 212.4973 0.7219575
"1048" 14664 212.505401227306 0.833830412236532
"1049" 14667 212.527081508957 0.674993703467885
"1050" 14669 212.530323006008 0.804942841219633
"1051" 14672 212.5816 0.6380176
"1052" 14674 212.599390892418 0.667350160462742
"1053" 14675 212.6005 0.696707
"1054" 14676 212.6019 0.7648421
"1055" 14677 212.6082 0.804543
"1056" 14678 212.498567574061 0.671057549046905
"1057" 14680 212.5201 0.8239036
"1058" 14683 212.559455370181 0.670121366277612
"1059" 14684 212.559960062445 0.812823581742178
"1060" 14690 212.6867 0.6492033
"1061" 14691 212.714537803618 0.75104653136184
"1062" 14692 212.6165 0.6520677
"1063" 14694 212.6267 0.6785933
"1064" 14695 212.6243 0.6783624
"1065" 14696 212.6344 0.636526
"1066" 14697 212.628 0.6334676
"1067" 14698 212.6383 0.6335525
"1068" 14700 212.6517 0.6498688
"1069" 14701 212.6558 0.6499717
"1070" 14702 212.657 0.658963
"1071" 14703 212.663 0.6519433
"1072" 14704 212.6631 0.6427362
"1073" 14705 212.682298081612 0.749250212814084
"1074" 14706 212.6839 0.6698679
"1075" 14707 212.684647782673 0.668334547755188
"1076" 14708 212.7424 0.6844234
"1077" 14710 212.7456 0.6450935
"1078" 14711 212.7531 0.7197685
"1079" 14712 212.7548 0.6315023
"1080" 14713 212.620691991814 0.679624662104115
"1081" 14714 212.6291 0.8110616
"1082" 14715 212.6318 0.7364293
"1083" 14720 212.661 0.7101751
"1084" 14721 212.6677 0.6602827
"1085" 14722 212.668 0.7898243
"1086" 14723 212.6711181533 0.821414323061239
"1087" 14724 212.672295918819 0.678549709342431
"1088" 14727 212.683793076249 0.638990642319683
"1089" 14728 212.709 0.6350836
"1090" 14729 212.728607611549 0.716231166140083
"1091" 14732 212.7506 0.635328
"1092" 14733 212.7602 0.6625904
"1093" 14734 212.7609 0.8349514
"1094" 14739 212.68 0.7072092
"1095" 14740 212.6905 0.6352467
"1096" 14745 212.745277814583 0.714492710248473
"1097" 14747 212.7725 0.7704969
"1098" 14749 212.8242 0.7182576
"1099" 14752 212.8525 0.711753
"1100" 14753 212.9104 0.7052783
"1101" 14754 212.7659 0.6473117
"1102" 14755 212.7663 0.6682209
"1103" 14756 212.7669 0.7361215
"1104" 14757 212.7702 0.7408146
"1105" 14758 212.7731 0.6743124
"1106" 14760 212.7872 0.6958032
"1107" 14761 212.8105 0.8380816
"1108" 14762 212.8429 0.8078268
"1109" 14763 212.843 0.7564816
"1110" 14764 212.8459 0.789041
"1111" 14765 212.8525 0.6620482
"1112" 14766 212.8528 0.7692757
"1113" 14767 212.8616 0.6654828
"1114" 14768 212.8616 0.799488
"1115" 14769 212.8657 0.7992454
"1116" 14770 212.8675 0.6586351
"1117" 14771 212.8731 0.6899138
"1118" 14772 212.8759 0.7089947
"1119" 14773 212.8822 0.744005
"1120" 14774 212.8873 0.7869331
"1121" 14776 212.8984 0.7345469
"1122" 14777 212.8902 0.738823
"1123" 14778 212.8925 0.7338417
"1124" 14779 212.8913 0.7070246
"1125" 14780 212.8987 0.6895236
"1126" 14781 212.9003 0.7121378
"1127" 14782 212.9007 0.709879
"1128" 14784 212.9103 0.771306
"1129" 14785 212.776328590174 0.632612891098264
"1130" 14786 212.8091 0.6514762
"1131" 14787 212.8414 0.8032042
"1132" 14788 212.84324495856 0.659495273362074
"1133" 14790 212.8571 0.6323266
"1134" 14792 212.8872 0.7610174
"1135" 14794 212.8922 0.6963639
"1136" 14796 212.8961 0.6963485
"1137" 14797 212.8995 0.8347483
"1138" 14798 212.8206 0.7349705
"1139" 14799 212.822387306173 0.727034214315938
"1140" 14800 212.8753 0.6999732
"1141" 14801 212.8912 0.7855715
"1142" 14802 212.902540059797 0.827063060271422
"1143" 14806 212.86101955328 0.778914737106066
"1144" 14807 212.863278647243 0.658341124470333
"1145" 14812 212.93 0.7201095
"1146" 14814 212.9316 0.7207426
"1147" 14819 212.9183 0.7459405
"1148" 14820 212.919 0.6948667
"1149" 14821 212.9375 0.7909781
"1150" 14822 212.9398 0.726415
"1151" 14823 212.9752 0.6301771
"1152" 14825 213.0156 0.7621291
"1153" 14826 213.020488637046 0.709718785445457
"1154" 14828 213.0279 0.7134938
"1155" 14829 213.0313 0.7127075
"1156" 14830 213.0285 0.8006091
"1157" 14831 212.915232411806 0.682003922880937
"1158" 14832 212.9168 0.7725517
"1159" 14833 212.930540569688 0.797552843787036
"1160" 14835 213.0125 0.6353264
"1161" 14836 213.0173 0.7566125
"1162" 14837 213.025851562341 0.787420589864525
"1163" 14838 213.0242 0.7861075
"1164" 14839 213.0294 0.8128424
"1165" 14841 213.031847762188 0.810631861424857
"1166" 14842 213.040164241765 0.63608053888382
"1167" 14844 213.043421138281 0.714531912923688
"1168" 14845 212.9222 0.6517695
"1169" 14856 213.0503 0.8348214
"1170" 14862 213.19010591133 0.685139453434376
"1171" 14863 213.190290787883 0.679151137015982
"1172" 14864 213.0796 0.6720092
"1173" 14865 213.09143579179 0.720882417350691
"1174" 14866 213.0975 0.7471011
"1175" 14867 213.096214806545 0.781002190475728
"1176" 14868 213.0993 0.639696
"1177" 14869 213.103708043867 0.643735342784723
"1178" 14870 213.103737793987 0.645667960875935
"1179" 14872 213.109212340412 0.82887542479476
"1180" 14873 213.111075689181 0.829767603970498
"1181" 14874 213.128607375125 0.70167752601733
"1182" 14875 213.130990051129 0.722132508814373
"1183" 14877 213.1465 0.741799
"1184" 14878 213.1478 0.7430156
"1185" 14879 213.1477 0.7590932
"1186" 14880 213.1558 0.6681857
"1187" 14881 213.159749070178 0.685197772847014
"1188" 14882 213.162032070906 0.693794150565044
"1189" 14884 213.1794 0.6975943
"1190" 14885 213.178496587601 0.697486305229473
"1191" 14886 213.188702469229 0.717923241490383
"1192" 14887 213.1907 0.7829994
"1193" 14888 213.189728524848 0.7825997449254
"1194" 14891 213.093861531228 0.717865072728111
"1195" 14892 213.109759525882 0.722146193863243
"1196" 14894 213.125823111696 0.667191356029112
"1197" 14896 213.137445872098 0.631320361726399
"1198" 14897 213.147666254672 0.805481162814315
"1199" 14898 213.153958883276 0.689153681305308
"1200" 14899 213.157072530073 0.637241775877528
"1201" 14901 213.167742124687 0.756770327382997
"1202" 14902 213.166662369265 0.75594434640224
"1203" 14903 213.17120696373 0.742098789292888
"1204" 14905 213.174081237167 0.789912871210434
"1205" 14907 213.1883 0.7094897
"1206" 14908 213.1963 0.7879544
"1207" 14909 213.20356019212 0.83525601875069
"1208" 14911 213.1323 0.6439351
"1209" 14912 213.1352 0.8070651
"1210" 14913 213.1355 0.7315805
"1211" 14915 213.1982 0.8035579
"1212" 14919 213.17107503746 0.68949860438263
"1213" 14921 213.2678 0.73681
"1214" 14922 213.2197 0.7977642
"1215" 14924 213.2215 0.6855464
"1216" 14925 213.234176865038 0.67086972810367
"1217" 14926 213.3015 0.6946155
"1218" 14928 213.3398 0.7401943
"1219" 14929 213.3561 0.7860323
"1220" 14930 213.241036915541 0.715632570394284
"1221" 14933 213.260289024673 0.724309569285901
"1222" 14934 213.278204282089 0.830219172374096
"1223" 14936 213.311386181593 0.76362860912361
"1224" 14937 213.347885858612 0.742177405075011
"1225" 14943 213.366830058039 0.763081835785816
"1226" 14950 213.3639 0.6622319
"1227" 14951 213.3905 0.7735655
"1228" 14952 213.4081 0.733911
"1229" 14953 213.4086 0.6294437
"1230" 14954 213.4113 0.7441312
"1231" 14955 213.424553195102 0.809693531504442
"1232" 14956 213.4548 0.6316866
"1233" 14957 213.4631 0.6853035
"1234" 14959 213.4931 0.763032
"1235" 14960 213.4962 0.639944
"1236" 14963 213.451601201981 0.8049115936426
"1237" 14965 213.47186593072 0.8373752579047
"1238" 14972 213.650232700452 0.750476123766086
"1239" 14973 213.516 0.6772092
"1240" 14974 213.5497 0.7065219
"1241" 14975 213.5732 0.6715132
"1242" 14976 213.5703 0.6778751
"1243" 14977 213.572648603462 0.673263708202647
"1244" 14978 213.5716 0.640014
"1245" 14979 213.5929 0.7227885
"1246" 14980 213.5991 0.6579618
"1247" 14981 213.6042 0.6718597
"1248" 14983 213.6345 0.7499808
"1249" 14984 213.6371 0.7516847
"1250" 14985 213.6375 0.667117
"1251" 14986 213.6577 0.7437898
"1252" 14987 213.6603 0.668178
"1253" 14988 213.5177 0.7705139
"1254" 14989 213.525364473897 0.666473890135662
"1255" 14990 213.6621 0.699987
"1256" 14994 213.5732 0.7337396
"1257" 14996 213.6381 0.7361713
"1258" 14998 213.6594 0.6388474
"1259" 14999 213.51365009212 0.755560016662641
"1260" 15000 213.654573028158 0.761706211251124
"1261" 15003 213.668062774778 0.828506663464057
"1262" 15005 213.6913 0.7240773
"1263" 15006 213.7083 0.7939345
"1264" 15007 213.7148 0.8269053
"1265" 15008 213.7516 0.6456277
"1266" 15009 213.7664 0.7241999
"1267" 15010 213.7812 0.7008806
"1268" 15011 213.7855 0.7753607
"1269" 15012 213.8006 0.6477847
"1270" 15013 213.670003957844 0.83454015194168
"1271" 15014 213.6989 0.8049814
"1272" 15016 213.77147906941 0.673188409557612
"1273" 15017 213.782849568777 0.80407496770159
"1274" 15018 213.784641033532 0.759855976313295
"1275" 15020 213.787893523303 0.791271178489027
"1276" 15022 213.723 0.7126853
"1277" 15023 213.7596 0.831938
"1278" 15034 213.8132 0.6972062
"1279" 15035 213.8173 0.7065869
"1280" 15036 213.8217 0.7178671
"1281" 15037 213.828214823493 0.643427385309115
"1282" 15039 213.8325 0.6427363
"1283" 15040 213.847 0.8381841
"1284" 15041 213.8694 0.7230194
"1285" 15043 213.9103 0.815445
"1286" 15044 213.8128 0.7298392
"1287" 15045 213.8144 0.8060834
"1288" 15047 213.855601737263 0.708846651408849
"1289" 15048 213.901765910007 0.669298065147975
"1290" 15049 213.8421 0.7374843
"1291" 15051 213.824 0.7532524
"1292" 15052 213.8341 0.7373827
"1293" 15054 213.8794 0.816508
