objid,ID,z,nsersic_g,Re_g,L_g,ba_g,M_g,nsersic_r,Re_r,L_r,ba_r,M_r,nsersic_i,Re_i,L_i,ba_i,M_i,Vol_max,P_early,T_HC11,vdisp,err_vdisp,Ie_g,Ie_i,Ie_r,logSFR_SED,err_logSFR_SED,AFUV,err_AFUV,AB,err_AB,AV,err_AV,UV_survey,P_merg,TType,Ms,Re,Sigma_1,Vol_selection,gr,gi,Age_ave_1Re,Z_ave_1Re,Age_ave_0.1Re,Z_ave_0.1Re,grad_gi,grad_gr,Rap_sdss_fiber,color_gi_01,color_gi_1,plate,mjd,fiber_id,p_age_16,p_age_50,p_age_84,del_grad_gi,del_MS,del_gi,del_gi_01re,del_gi_1re,del_Reff_r,del_Reff_ste,del_Sigma1,Group_membership_Y12,specobjid,ra,dec,MEDIAN_logSFR,mass_dens_radius2,mass_dens_radius4,mass_dens_radius8,mass_dens_rp1_rpi2,mass_dens_rp1_rpi3,mass_dens_rp1_rpi4,mass_dens_rp1_rpi5,mass_dens_rp1_rpi6,mass_dens_rp1_rpi7,mass_dens_rp1_rpi8,mass_dens_rp2_rpi2,mass_dens_rp2_rpi3,mass_dens_rp2_rpi4,mass_dens_rp2_rpi5,mass_dens_rp2_rpi6,mass_dens_rp2_rpi7,mass_dens_rp2_rpi8,logMs,logRe_r,logRe,logSigma_1,conx,BTr,nb,ng,logA,logvd,logRp,dr12objid,bpt,d4000n,rabsmag,urcolor,color_grad,grcolor,del_ur,ssfr,C,S,G2,H,G,M20,Cx,logCx,logMR,P13,B14,vdW14,vD15,BMass.BD,DMass.BD,BTM,P_bar_GZ2,P_bar_Nair10,del_ssfr,cl,mcl,mscl,Rchl_r,logRchl_r,logC,del_logCx,del_color_grad,del_P13,del_nb,del_BTr,del_BTM,del_logA,del_logSigma1
587724199893991702,7566,0.0264346,1.1212,6.91385,4154249980,0.742,-18.9662,1.3086,7.06875,4356350000,0.7223,-19.4578,1.2684,6.51499,4422020100,0.7456,-19.5841,7967930,0.0300541,4.84295,,-9999,6916050,7854500,6482710,-0.821,0.108,0.926,0.247,0.225,0.101,0.161,0.081,2,0.162776,5.325,4924010000,7.82234,78338304,5814290,0.4916,0.617901,1.41715,0.00964724,1.30304,0.002,-0.222519898860662,-0.188280626830613,0.823633,0.899037784437669,0.676517885577006,430,51877,370,-99,,-99,-0.134532908233513,-0.511726695701785,-0.385775520298036,-0.183015940587454,-0.317548848820967,0.661284867405847,0.760744334330291,-0.772021701116541,-1,121257051555889152,28.4611,14.7645,-0.75778687,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,9.69231892625367,0.849342622269531,0.89333668874661,7.8939741649727,0.54,0.07,2.45,1.75,-0.26947,,1.03,1237649921118896401,2,1.24554,-18.252,1.606,-0.136,0.595,-0.701,-10.51332,0.28366,0.44497,1.53985,0.72183,0.45021,-1.61258,1.85185185185185,0.267606240177031,8.79898223750706,7.24875,9.52778,1.8741,2.13038,8.67976,9.53113,0.123428972138517,0.29627,0.44412,-0.528442874115427,2,2,5,6.4,0.81,-0.54720190144084,-0.0970017738438055,-0.0826404344985557,-1.19325370933544,-0.820785622670729,-0.276596225851611,-0.273962117865458,0.53504729315584,-0.674655870637796
587724199894319183,7593,0.0260769,5.5741,5.3912,18506799100,0.9588,-20.5883,5.6529,4.47082,23198699500,0.958,-21.2737,5.8295,4.35381,28841799700,0.9652,-21.6201,69911400,0.96321,-4.10453,152.764,6.47304,23916000,55913900,43295600,-1.016,0.109,1.544,0.302,0.15,0.029,0.094,0.018,2,0.101868,-2.52093,48442999000,2.07289,5213640200,40381900,0.6854,1.0318,13.515,0.019007,7.40572,0.019007,-0.145490484497977,-0.102291490083104,0.812839,1.29005620808817,1.1445657235902,430,51877,568,9.765,9.8382,9.9416,-0.0231434836659294,-1.30577146603599,-0.0726682582998992,0.0645870730997746,0.0414435894338452,0.0958673677750034,-0.144684347781957,0.103874660357063,-1,121257052386361344,29.304,14.7355,-1.4058332,813597084.930587,947490159.680221,194171470.740674,2169592226.48156,1446394817.65438,3663579677.28519,3283029067.50645,2735857556.25537,2345020762.50461,2051893167.19153,542398056.620391,361598704.413594,915894919.321297,820757266.876612,683964389.063844,586255190.626152,512973291.797883,10.6852310215237,0.650387185059178,0.316576256430314,9.71714105664698,0.291,0.84,4.73,4.56,-0.8886,2.17,0.7,1237649921119223868,4,1.92543,-19.893,2.786,-0.133,0.961,0.185,-11.70123,0.55634,,0.19869,0.40683,0.5966,-2.15823,3.43642611683849,0.536107011014093,10.3686547650934,9.27253,10.62378,0.55265,0.62203,10.5567,9.00917,0.972436692047123,0.00978,0,-1.25406761208256,2,3,8,2.79,0.45,-0.254659713823761,0.0735561113457192,-0.0555466932890258,0.194710810646694,-0.144928019466125,0.256097482057268,0.284517861759647,0.0533349875595913,0.109565748274381
587724199894319292,7595,0.0253036,1.6663,1.3727,1806169980,0.5419,-18.0619,1.7024,1.34296,2255739900,0.5409,-18.7432,1.7485,1.31972,2720160000,0.5213,-19.0565,4607610,0.461819,0.661768,,-9999,63917600,101875000,82588496,-0.994,0.157,2.523,0.465,0.442,0.089,0.297,0.066,2,0.0327131,-1.69042,4649620000,1.23857,616177020,5518010,0.681301,0.9946,1.58274,0.027407,1.52448,0.0267136,-0.104730047228207,-0.0505284202114584,0.789473,1.13501601219687,1.03028596496867,430,51877,574,9.4885,9.637,9.7781,-0.0188547573117456,-0.663789143646572,-0.00654874165266295,0.0580366480738626,0.0391818907621169,-0.0556706197042075,-0.0337982372001819,0.159586821953228,-1,121257052411527168,29.2729,14.7156,-1.0885245,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,9.66741746070786,0.128063077420776,0.0929205565453071,8.78970549749716,0.372,0.5,1,1.77,-0.98318,1.78,0.44,1237649921119224042,2,1.4593,-17.805,2.237,-0.086,0.748,-0.063,-10.66142,0.42038,0.88855,1.34639,0.69099,0.53165,-1.80681,2.68817204301075,0.429457060118103,9.57449690416255,8.95028,9.67552,1.09236,1.29206,9.52135,9.203,0.675469386491835,0.03365,0.16754,-0.678753165853742,2,2,6,1.03,0.01,-0.376357954147732,0.0674663821675179,-0.033813658115586,0.541578959364394,-2.21193249913685,0.161480211693428,0.288576621888227,-0.191143478142858,0.2532856211684
587724199895891975,7637,0.026547,4.7779,6.14368,25567899600,0.5319,-20.9392,5.0553,6.12328,35610399000,0.5413,-21.7389,5.785,7.45158,49931698000,0.5389,-22.2159,139327008,0.871963,-1.81722,158.46,4.2722,27424000,33169600,37410600,-0.797,0.122,1.4,0.326,0.181,0.025,0.121,0.017,3,0.910353,-0.416928,106797998000,6.0441,5709819900,90691200,0.7997,1.2767,8.40841,0.03,12.9586,0.00893869,-0.114294764502144,-0.0634368642254231,0.827023,1.28996297714977,1.17566821264762,428,51883,449,9.7822,9.8755,9.9576,-0.00269274981788153,-1.17380183369085,0.137379675501836,0.0465144766912524,0.0438217268733709,0.023435188474745,0.12181659083896,-0.0538235648990835,-1,120694127703621632,32.8782,14.3005,-1.2477612,1666283618.60294,208285452.325367,120035357.491278,4443422982.94116,2962281988.62744,2221711491.47058,1777369193.17646,1869762881.77313,1602653898.66268,1402322161.32984,1110855745.73529,740570497.15686,555427872.867645,444342298.294116,467440720.443281,400663474.66567,350580540.332461,11.0285631116279,0.786984118928567,0.781331641154896,9.75662240987987,0.313,0.54,4.31,4.24,-0.72909,2.2,0.94,1237670458034815241,5,1.92635,-20.429,2.827,-0.05,1.004,0.125,-11.82556,0.55853,0.48238,0.11526,0.38541,0.58674,-2.30741,3.19488817891374,0.504455662453552,10.247231470473,8.93428,10.89895,0.75991,0.61949,10.5508,10.3134,0.633354231853799,0.75058,0.24416,-0.968502041932869,2,4,7,2.72,0.43,-0.252953494912659,0.0176526116616372,0.0189723351923872,-0.0980329730304863,-0.647016311672391,-0.0897717403415532,-0.0997223398635914,0.156432283628319,-0.0860648408564089
587724199895892129,7640,0.0254029,5.8098,6.69172,13696199700,0.7189,-20.2615,5.1871,4.59901,15087399900,0.7135,-20.8065,4.9756,4.10958,17645799400,0.7106,-21.0866,43011600,0.848908,-2.54842,118.327,5.30789,11258400,41475100,27748200,-0.656,0.06,0.438,0.138,0.144,0.032,0.116,0.026,3,0.337343,-1.99416,20195899400,1.34897,2651729920,18553100,0.545,0.8251,9.38553,0.0185729,11.9371,0.00929296,-0.0658857715480679,-0.0526325472922871,0.792475,1.15328249998038,1.08739672843231,428,51883,452,9.6782,9.7841,9.9095,0.0547985532142731,-0.779252498586464,-0.240797253446703,-0.0318213883351892,0.022977164879084,0.295656161409497,-0.174760638848923,0.0820649290141837,-1,120694127716204544,32.881,14.2007,-1.4046052,437199623.39183,294394742.207645,149963123.429342,1165865662.37821,777243774.918809,582932831.189107,466346264.951286,1373401055.58766,1602653898.66268,1402322161.32984,291466415.594554,194310943.729702,145733207.797277,116586566.237821,343350263.896915,400663474.66567,350580540.332461,10.3052631987172,0.662664353896738,0.130002291421844,9.42352928887802,0.347,0.53,4.05,4.52,-0.64993,2.05,0.8,1237670458034749647,4,1.87998,-19.508,2.67,-0.14,0.935,0.182,-10.96126,0.52938,0.14602,0.17735,0.43291,0.58081,-2.30858,2.88184438040346,0.459670525209126,10.1752609072954,9.39368,10.29392,0.65105,0.75144,10.197,9.7989,0.714360890727216,0.02248,0.13634,-0.812553954490237,2,3,6,2.7,0.43,-0.276232470389625,0.0315269581441386,-0.0649891222312039,0.411293750905156,-0.414415061314895,0.0179249550562755,0.108780640143453,0.3082572182018,0.153955355531432
587724231566426224,7731,0.0545203,8,7.23149,20201500700,0.8678,-20.6835,8,5.85823,25327499300,0.8941,-21.369,8,5.27313,29645199400,0.9038,-21.6499,80444600,0.922576,-3.51736,104.604,8.2855,12157300,33552500,23225600,-0.94,0.541,2.487,0.828,0.347,0.075,0.23,0.051,1,0.0897643,-1.66783,52905099000,2.55685,5409160200,44011700,0.685499,0.9664,13.515,0.03,5.64961,0.019007,-0.111585643377119,-0.0743643081855687,1.64254,1.21619869697005,1.10461305359293,421,51821,51,9.6988,9.8219,9.9329,0.0101394948709914,-1.24214227986595,-0.141952739168765,-0.0121933681549637,-0.00205387328397233,0.191520119746832,-0.0726574779144618,0.0961825403127232,-1,118723534909341696,15.7997,13.8108,-1.0358381,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,10.7234975314084,0.767766418518329,0.407705250481118,9.7331298438835,0.283,0.54,6.13,7.99,-0.52659,2,0.89,1237653650767937663,5,1.76024,-19.989,2.767,-0.11,0.923,0.155,-11.6635,0.53066,0.0904,0.47603,0.47762,0.59612,-2.22663,3.53356890459364,0.54821356447571,10.3157922809273,9.15852,10.64682,0.61508,0.6599,10.3726,10.1479,0.626537462428985,0.08511,0.45182,-1.176211896308,2,3,7,2.65,0.42,-0.275183647313112,0.0825857909098165,-0.0329386016363828,0.0799616351589698,1.23128504507904,-0.0498918325766793,-0.0677668936462188,0.410552974540564,0.0959455174280137
587724231567736920,7780,0.0614415,2.9165,8.48751,48940401000,0.8177,-21.6442,3.4051,8.08099,69362901000,0.8392,-22.4628,3.8878,8.34661,90936697000,0.8472,-22.8668,403800992,0.883481,-3.0709,,-9999,34875800,58388300,50638800,-0.799,0.434,2.27,0.972,0.388,0.085,0.27,0.054,2,0.127718,-1.59475,220857008000,6.11587,11873699800,197764992,0.8186,1.2226,13.515,0.03,11.5093,0.019007,-0.384237683005196,-0.238610475562329,1.83596,1.62188550838116,1.23764782537597,423,51821,211,9.7318,9.8511,9.9495,-0.292764836849943,-1.21899455907241,0.0512479993567268,0.379176866541848,0.0864120296919047,-0.0687279336476467,-0.111335522892075,0.103283357120789,-1,119286485533851648,18.9243,13.621,-0.77392846,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,11.3441111843843,0.907464569338866,0.786458245399098,10.0745860645621,0.338,0.5,3.17,3.13,-0.71591,2.21,1.12,1237666213532795040,5,1.83173,-21.237,2.939,-0.163,1.038,0.144,-12.14311,0.48777,0.22444,0.57611,0.52362,0.56753,-2.14134,2.9585798816568,0.471083299722345,10.5576529389852,9.04915,11.19443,0.52837,0.40428,11.1183,10.5153,0.800346087131286,0.01191,0.09694,-0.845075735357995,2,4,6,5.66,0.75,-0.311784914221374,-0.0299671353279737,-0.113023162370845,0.152068277518397,-1.57376726639693,-0.156782095061331,0.0492653081272869,0.103445496211386,0.0790758361771875
587724232108474562,8280,0.062222,1.7036,1.77686,8251550200,0.6734,-19.7113,1.8746,1.78187,11086499800,0.6825,-20.472,1.9958,1.7821,13649200100,0.6672,-20.8078,42416200,0.2658,2.00916,,-9999,172523008,263730000,220576000,-0.805,0.279,1.779,0.607,0.42,0.058,0.315,0.059,2,0.035897,-2.17948,29385799700,1.80276,2957250050,25454900,0.7607,1.0965,12.4334,0.0233668,9.43727,0.019007,-0.226582835148436,-0.136049425934504,1.85757,1.32078846605177,1.09420563090334,430,51877,185,9.6159,9.7701,9.8956,-0.103441950870854,-1.00970882906534,0.0140691728422369,0.115951480757839,0.0125095298869855,-0.189757605574516,-0.10923714965313,0.0034930807978153,-1,121257050779942912,28.0412,13.2395,-0.67417413,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,10.4681375140251,0.25087601600719,0.255937913292883,9.4708880478078,0.387,0.47,5.26,1.91,-1.16165,1.95,0.63,1237653651309986071,2,1.60283,-19.483,2.553,-0.005,0.88,0.017,-11.27314,0.32805,0.93495,1.46014,0.69276,0.52836,-1.80379,2.58397932816537,0.412289034981089,10.2121996007322,9.32398,10.43354,0.65483,0.70485,10.1731,9.99898,0.598910149176897,0.00012,0.16662,-1.01953936705062,2,3,7,1.51,0.18,-0.484059957906682,-0.0313642998338275,0.0723729564270225,0.2803793466235,0.582790192645328,-0.0756463686357225,-0.046218570220654,-0.202596504511538,0.0468233636297875
587724232109588634,8333,0.0580702,1.5261,1.79008,4447309800,0.7593,-19.0402,1.9495,1.88354,6123509800,0.7419,-19.8275,2.2239,1.85778,7517669900,0.7982,-20.1602,17233900,0.205185,2.88293,82,13,96321296,127087000,107077000,-1.005,0.183,0.886,0.435,0.145,0.046,0.104,0.037,2,0.064764,-0.653559,17657600000,2.48679,1649410050,16646500,0.7873,1.12,12.6268,0.00886784,13.515,0.00900955,-0.507637867878133,-0.306882988780474,1.74215,1.59212316625471,1.08448529837657,427,51900,134,9.7278,9.8645,9.9739,-0.388469700406255,-1.09533878549391,0.0600240519114206,0.414919162656408,0.0264494622501528,-0.0683474331476425,0.110530706303956,-0.0747108805645844,-1,120412724420149248,30.5705,13.0121,-0.8809633,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,10.2469316744631,0.274974847578743,0.395639112293693,9.21732863642952,0.41,0.36,5.44,1.91,-0.96513,1.93,0.58,1237653651311100044,3,1.62309,-18.785,2.681,0.018,0.879,0.21,-11.25193,0.33607,0.92821,1.58818,0.70614,0.54092,-1.88143,2.4390243902439,0.387216143280265,9.85129256216941,8.78713,10.18077,0.96044,1.08388,9.75694,9.79697,0.476973179914134,0.00014,0.13739,-1.13273014231041,2,2,7,1.6,0.2,-0.473570254016577,-0.0351557731071455,0.0917439955630945,-0.165480478043625,1.06400669406495,-0.139015932041708,-0.112865212805401,-0.0106512256546532,0.00647363286923408
587724232109785306,8337,0.0445171,2.4687,2.27653,4278850050,0.605,-18.9983,2.306,2.03936,4927909900,0.6364,-19.5917,2.5115,2.05509,5894060000,0.6733,-19.896,13122200,0.490298,0.3809,85.7031,17.2183,45865500,76902096,67968096,-0.686,0.174,1.614,0.478,0.387,0.113,0.282,0.091,2,0.313212,-0.35461,7689260000,1.41922,891137020,8562210,0.593399,0.897699,2.60827,0.03,10.0618,0.002,-0.103218687141554,0.0110985486459203,1.35724,1.08113611793596,0.977917430794406,427,51900,107,9.304,9.4468,9.6012,-0.000902457509777077,-0.531967071389355,-0.125626606392427,-0.0380772048797573,-0.0389796623895344,0.0808130823524144,-0.0283743564527926,0.029234086285415,-1,120412724306903040,31.088,13.0469,-0.61278534,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,9.88588454612386,0.309493896799772,0.152049722716256,8.94994448569211,0.356,0.49,4.42,2.65,-0.95853,1.88,0.67,1237653651311296732,3,1.37328,-18.604,2.314,-0.077,0.754,-0.05,-10.57188,0.41402,0.90011,1.54098,0.68981,0.51159,-1.89215,2.80898876404494,0.448550002027125,9.7338348234076,8.97988,9.8751,0.98764,1.16803,9.69114,9.47249,0.623272152999867,0.00275,0.07741,-0.562145035844392,2,2,6,1.6,0.2,-0.382978678976104,0.0635026800771897,-0.0151174166659614,0.310608260908273,0.715469703687075,0.0842922725571833,0.14978797958959,-0.075296640841206,0.140515056692589
587724232639316105,8420,0.0403576,2.9248,2.51723,6153809900,0.6095,-19.3929,2.9205,2.25812,7379570200,0.6319,-20.0301,2.9164,2.19718,8539239900,0.6219,-20.2985,21578100,0.801067,-1.337,,-9999,49788300,90805400,74245600,-0.668,0.028,0.424,0.07,0.105,0.029,0.079,0.028,2,0.0319637,-1.36254,13228099600,1.49047,1574349950,13242400,0.637199,0.9056,12.7581,0.00922211,11.6409,0.0051402,-0.0935015504753149,-0.0755764627914761,1.23656,1.09637107933047,1.00286952885515,420,51871,111,9.5553,9.6999,9.8509,0.0212695062190531,-0.681072875578101,-0.141642965058552,-0.0624240271077616,-0.0411545208887085,0.0564361639072869,-0.0724584468830282,0.0204161934815748,-1,118442274932654080,13.9137,14.7736,-0.7592741,689396546.215249,857115766.002677,497121366.21108,1838390789.90733,1225593859.93822,919195394.953665,735356315.962932,612796929.96911,525254511.402094,459597697.476833,459597697.476833,1708699405.65532,1281524554.24149,1025219643.39319,854349702.827659,732299745.28085,640762277.120744,10.1214974562422,0.353747017284724,0.173323239029785,9.19710127469478,0.329,0.85,3.67,3.15,-1.14789,1.89,0.61,1237653651840827534,3,1.54081,-18.985,2.465,0.016,0.859,0.031,-10.7895,0.45072,0.89956,1.11073,0.60387,0.53628,-1.89186,3.03951367781155,0.482804102050026,9.94817421721242,9.17602,10.10677,0.8322,0.95215,10.0919,8.79219,0.952242921323059,0.00713,0.29193,-0.721067994843372,2,2,6,1.71,0.23,-0.346093170358302,0.0731452882961312,0.0863511159076653,0.30209091050566,-0.495772626207144,0.380945708109591,0.39911068457516,-0.208218976769228,0.118406263207991
587724232641413295,8509,0.0558996,2.0822,2.40172,7626100200,0.7765,-19.6258,2.2332,2.31592,10136200200,0.7923,-20.3747,2.5222,2.35551,12668699600,0.7845,-20.7268,34621700,0.243241,1.72472,100.203,13.7229,79545600,125567000,110049000,-0.714,0.17,1.358,0.438,0.319,0.106,0.24,0.089,2,0.0428463,-2.11482,25881301000,1.98171,2439450110,22809800,0.748901,1.101,13.515,0.0195136,4.60483,0.0187899,-0.289520285618602,-0.130761477150019,1.68135,1.40827963832177,1.11875935270317,423,51821,176,9.7657,9.8952,9.9962,-0.166918220769012,-0.892855050861487,0.0241676608982175,0.209732227069628,0.0428140063006159,-0.0497732081142051,-0.046688331426601,-0.0392897535374512,-1,119286485387051008,18.8501,14.4608,-0.7652061,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,10.4129861036396,0.364723553259791,0.297040100898693,9.3872919406392,0.373,0.5,3.3,2.33,-1.09849,2.03,0.76,1237666213533122757,2,1.7159,-19.336,2.557,-0.027,0.906,0.037,-11.12699,0.39872,0.92439,1.32877,0.66623,0.51925,-1.84197,2.68096514745308,0.428291168191312,10.1159460027409,9.12184,10.36369,0.7373,0.8335,10.1945,9.85631,0.685402292924575,0.00287,0.38097,-0.912764010323155,2,3,7,1.93,0.29,-0.399331979356943,-0.010220856380813,0.0497772247728997,0.095428926701695,-1.31099145510772,-0.0347520517267377,0.0529431221132589,-0.13825936695102,0.0139589479875379
587724232641675422,8525,0.0527123,2.1537,3.18606,10047700000,0.7683,-19.9252,2.5132,3.10942,13572100100,0.74,-20.6916,2.7247,2.98565,16283799600,0.7378,-20.9994,49596100,0.375012,2.23382,101.756,9.70957,58624500,96856096,77327696,-0.847,0.078,0.714,0.213,0.164,0.028,0.125,0.024,3,0.04199,-1.87699,36629402000,2.72408,3115219970,31014800,0.766401,1.0742,13.515,0.0187176,5.17489,0.0247487,-0.381264792943089,-0.238899326290458,1.59149,1.50463995611532,1.12337516317224,423,51821,113,9.785,9.9138,10.0057,-0.257900903068321,-1.09242164419206,-0.017944672665527,0.289879518312624,0.0319786152443022,0.00391787417469408,0.0301245460657197,-0.0408607013251707,-1,119286485122809856,19.4526,14.3519,-1.1624999,1147664305.19887,1800021517.28306,737784622.507157,3060438147.19698,4758812375.91922,4514318552.34145,3611454841.87316,3291966148.07754,2821685269.78075,2468974611.05815,765109536.799246,1189703093.97981,1128579638.08536,902863710.46829,822991537.019384,705421317.445186,617243652.764538,10.5638298285684,0.492679387647212,0.435219857663794,9.49348871821326,0.411,0.3,3.56,2.5,-1.10635,2,0.75,1237653651843186890,5,1.83471,-19.618,2.757,-0.171,0.94,0.192,-11.41083,0.40523,0.60472,1.07187,0.63608,0.49565,-1.93469,2.4330900243309,0.386158178123931,10.1286099709046,9.02598,10.48986,0.76235,0.80601,10.1189,10.1384,0.488776783152461,0.25177,0.2182,-1.07935957955248,2,3,7,2.47,0.39,-0.39229841041894,-0.0661072305333856,-0.0931282131342799,-0.0391407356380888,-1.21711308347247,-0.263412395418254,-0.17659723828337,-0.152555383707701,-0.0146824831021366
587724233175203969,8776,0.0406229,1.9133,1.33302,2290500100,0.5818,-18.3198,1.6254,1.14525,2998569980,0.5723,-19.0523,1.6904,1.13097,3861380100,0.5733,-19.4369,7476510,0.478494,0.737389,88.5512,13.4639,80662200,199988000,154188000,-1.15,0.14,1.599,0.463,0.326,0.047,0.238,0.041,2,0.02944,-1.13039,7268890100,0.744705,1577080060,8168800,0.7325,1.1171,8.75503,0.019007,12.1181,0.019007,0.0404170349135189,0.108290282891312,1.24429,1.22324771945531,1.26366475436883,419,51879,546,9.5143,9.6663,9.8048,0.141129454909457,-0.977187595528523,0.0962529370549121,0.108495733098427,0.249625188007884,-0.163924691645037,-0.302163885657585,0.306955665257588,-1,118160836140204032,11.4945,15.2218,-1.4117856,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,9.86146810270992,0.0589003004481213,-0.128015730264164,9.19785374071868,0.348,0.54,0.71,1.82,-1.05144,1.94,0.45,1237653652376715380,2,1.659,-18.162,2.784,-0.191,0.969,0.427,-11.01147,,0.91619,1.56224,0.7016,0.52538,-1.84134,2.87356321839081,0.458420756053419,9.98948383297408,9.5617,9.91131,0.72588,0.88933,9.50187,9.80686,0.331310144905819,0.0125,0.19668,-1.00577403956387,2,2,7,0.94,-0.03,,0.0759522442449698,-0.130125872394791,0.918072159020992,-2.94230966351314,0.141393234273829,-0.133110411407609,-0.17642512381427,0.41784699878289
587724233177759870,8876,0.0546801,4.2018,8.93599,31713300500,0.5402,-21.1731,4.4968,8.30245,43784102000,0.515,-21.9633,4.6318,7.77811,55215702000,0.5067,-22.3252,208340992,0.866304,-1.73671,173.736,10.0979,17111200,37510400,26483000,-0.569,0.16,2.403,0.449,0.425,0.033,0.299,0.031,2,0.0869235,-1.95675,127419998000,6.00746,6505150000,109483000,0.790201,1.1521,13.515,0.0262965,8.78684,0.019007,-0.189773014862023,-0.120918880481707,1.64705,1.42179624779339,1.23202323293136,423,51821,359,9.7655,9.8757,9.9588,-0.0821588598168298,-0.95890085658627,0.0049963537270652,0.176970015181338,0.0948111553645079,0.105385081603755,0.0662124592482626,-0.0375716412872702,-1,119286486154608640,17.5999,14.987,-0.49575162,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,11.1052375939293,0.919206268818513,0.778690887784367,9.81325731525905,0.304,0.56,3.55,3.68,-0.66168,2.26,1.07,1237666215143932067,3,1.90803,-20.723,2.861,-0.202,1.006,0.136,-11.67424,0.54897,0.41483,0.32019,0.465,0.6035,-2.26705,3.28947368421053,0.517126416391246,10.3265467061449,9.03787,10.97832,0.69976,0.52936,10.8767,10.3407,0.774550314173215,0.17967,0.27928,-0.713812961707129,2,4,6,4.46,0.65,-0.260451388137247,0.0260704081576523,-0.13657638499006,0.0307893826505126,-1.38230087823773,-0.0776412396163644,0.0350637942165369,0.208291710974852,-0.0722941234129042
